,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,median_house_value,median_house_value
16657,-0.537352119056784,-0.17464622338502142,-0.9211376319710947,0.035406921802220444,-0.03557803254850542,0.18378238644217168,-0.07722479650905903,0.0,0.0,0.0,0.0,1.0,208200.0,208200.0,208200.0
7685,0.739078466263486,-0.7971303709072839,0.3484902466663322,-0.9210992295732029,-0.849986234246651,-1.0027050101456918,-0.3781328365008624,1.0,0.0,0.0,0.0,0.0,189000.0,189000.0,189000.0
2818,0.2753751676901036,-0.10912157627741816,0.6658972163256889,-0.40513773830242167,-0.45333601938070756,-0.3543368974085186,-0.9702862499297584,0.0,1.0,0.0,0.0,0.0,53200.0,53200.0,53200.0
10146,0.8288274917938137,-0.8064910347797972,-0.7624341471414162,-0.21199707312084579,-0.13583994938823393,-0.4278361166661739,0.6902745061925477,1.0,0.0,0.0,0.0,0.0,302100.0,302100.0,302100.0
950,-1.1705813547430164,0.9720351009980871,-0.20697195023754203,0.07541463101840401,0.023347830857299932,-0.146964100217277,0.5408707760395496,1.0,0.0,0.0,0.0,0.0,213800.0,213800.0,213800.0
8917,0.5545943582289136,-0.7596877154172206,0.7452489587405281,-0.2202745302000562,0.2924719234270975,0.22053199607099933,-0.8100645343948558,1.0,0.0,0.0,0.0,0.0,297500.0,297500.0,297500.0
11417,0.8088832638981884,-0.9094583373774637,-0.44502717748205955,0.8162470396077343,0.38569791627807315,0.5066539567525858,0.7677858965988136,1.0,0.0,0.0,0.0,0.0,279300.0,279300.0,279300.0
7198,0.6942039534983185,-0.755007383480964,1.0626559283998849,-0.18026682098387262,1.0215695467616144,0.2861562989796201,-1.0024251191226003,1.0,0.0,0.0,0.0,0.0,134200.0,134200.0,134200.0
10016,-0.7966270816999688,1.6787652233729828,-1.6353033137046473,-0.24372732525781898,-0.5667902936993476,-0.40946131185176005,-0.08835786884383424,0.0,1.0,0.0,0.0,0.0,175000.0,175000.0,175000.0
30,-1.345093348829769,1.0281990842331803,1.618118125303759,-0.3338596356758877,-0.4955515633132248,-0.3202122598960358,-1.0257940681271993,0.0,0.0,0.0,1.0,0.0,122300.0,122300.0,122300.0
13701,1.1678793660195135,-0.717564727990904,-0.44502717748205955,-0.33202020076939653,-0.2334633947321801,-0.37271170222293243,-0.8769154828956526,0.0,1.0,0.0,0.0,0.0,73200.0,73200.0,73200.0
1639,-1.2952327790906988,1.051600743914467,-0.8417858895562554,1.0130665746022927,0.18253561110283378,0.6142778135227239,2.241395060684327,0.0,0.0,0.0,1.0,0.0,499000.0,499000.0,499000.0
6136,0.793925092976466,-0.7316057237996774,0.5071937314960105,-0.7403747500104426,-0.4155179279411608,-0.8110820456525192,-0.5199744797849567,0.0,1.0,0.0,0.0,0.0,134800.0,134800.0,134800.0
8304,0.7291063523156662,-0.8860566776961771,1.4594146404740806,0.31638060376875105,-0.18157345531512764,0.1496577489296889,1.830889275585562,0.0,0.0,0.0,0.0,1.0,500001.0,500001.0,500001.0
5550,0.599468870994081,-0.7877697070347672,1.221359413229563,-0.11358730562356666,-0.12264759190932228,-0.131214267519208,0.42617912519450624,1.0,0.0,0.0,0.0,0.0,299000.0,299000.0,299000.0
9899,-1.345093348829769,1.23881402136477,-0.7624341471414162,-0.9707639720484653,-1.1323026842953603,-1.1024539505667954,-0.9942328583479543,0.0,0.0,0.0,1.0,0.0,325000.0,325000.0,325000.0
14516,1.2277120497063962,-1.2792045603418165,-1.6353033137046473,0.35087000826546105,0.27752058495099763,1.0972726829301729,-0.5293220593867964,1.0,0.0,0.0,0.0,0.0,114600.0,114600.0,114600.0
6836,0.7241202953417635,-0.7316057237996774,0.5071937314960105,-0.05748454097558509,0.4015287452527671,0.28090635474693043,-0.6837671807857306,1.0,0.0,0.0,0.0,0.0,223000.0,223000.0,223000.0
4456,0.6991900104722213,-0.7269253918634173,0.9039524435702064,0.046903389967790435,1.161408536038078,0.4567794865420341,-0.6607133187340027,1.0,0.0,0.0,0.0,0.0,148800.0,148800.0,148800.0
16525,-0.8065991956477814,1.0047974245518903,0.5865454739108498,-0.8167112986298274,-0.8130476333056984,-0.9213308745390021,-0.7357040135173002,0.0,1.0,0.0,0.0,0.0,101500.0,101500.0,101500.0
18931,-1.260330380273344,1.14520738263962,-1.3972480864601298,-0.9054640328680277,-0.9748738850470146,-0.95283053993514,-0.7813391071914498,0.0,0.0,0.0,1.0,0.0,122500.0,122500.0,122500.0
16864,-1.4049260325166588,0.9252317816355105,1.221359413229563,-0.4704376774828592,-0.31877397309580874,-0.43308606089886353,0.07511974520406854,0.0,0.0,0.0,0.0,1.0,224200.0,224200.0,224200.0
11666,0.7839529790286462,-0.8392533583336005,0.0310832770069755,-0.26580054413571336,-0.1419963828783927,-0.2624628733364495,0.0029648329966101786,1.0,0.0,0.0,0.0,0.0,209300.0,209300.0,209300.0
10108,0.8138693208720912,-0.8064910347797972,-1.3972480864601298,0.22302928226432273,0.1473559911590694,0.5092789288689307,0.2425359461628592,1.0,0.0,0.0,0.0,0.0,141300.0,141300.0,141300.0
12137,1.1928096508890487,-0.8158516986523139,-2.0320620257788433,8.46967582679099,7.208785204371176,6.068969871287282,0.16187368622788365,0.0,1.0,0.0,0.0,0.0,143000.0,143000.0,143000.0
1965,-0.5074357772133391,1.4587896223688763,-0.5243789198968988,-0.6465635697793914,-0.713665206964564,-0.6614586350208638,-0.45112798058264353,0.0,1.0,0.0,0.0,0.0,106900.0,106900.0,106900.0
17950,-1.1855395256647316,0.7941824874203006,-0.8417858895562554,0.8259040728668131,0.41735957422746106,1.0368983242542418,0.7911548456034122,1.0,0.0,0.0,0.0,0.0,288300.0,288300.0,288300.0
1584,-1.1855395256647316,1.0281990842331803,0.0310832770069755,2.2243344605267468,1.1587700645422956,1.1628969858387936,1.9079280355625206,0.0,1.0,0.0,0.0,0.0,398200.0,398200.0,398200.0
2025,-0.07863487745731157,0.49932157543607103,-0.9211376319710947,1.4853414868439079,3.1728033063228067,1.900514150531691,-0.8876284392932665,0.0,1.0,0.0,0.0,0.0,61800.0,61800.0,61800.0
10549,0.903618346402426,-0.9094583373774637,-1.952710283364004,-0.09013451056580388,-0.0980218579486872,0.15753266527872337,-0.08720255001664048,1.0,0.0,0.0,0.0,0.0,137500.0,137500.0,137500.0
10319,0.8936462324546063,-0.8439336902698572,-1.555951571289808,3.60620993402826,2.2678075832694677,2.412383713218933,2.369635450502824,1.0,0.0,0.0,0.0,0.0,365300.0,365300.0,365300.0
14786,1.2277120497063962,-1.438335846174573,-0.6037306623117379,-0.41571448901474606,-0.3900127034819316,-0.5302100292036223,0.49712620408262576,0.0,0.0,0.0,0.0,1.0,174100.0,174100.0,174100.0
8349,0.624399155863616,-0.7971303709072839,0.18978676183665386,0.5127402800366865,1.6372128957774912,1.218021400282035,-1.0239560609021185,1.0,0.0,0.0,0.0,0.0,137500.0,137500.0,137500.0
4963,0.6493294407331511,-0.7643680473534806,0.4278419890811714,-0.15497459101961863,0.9001998579556273,0.6300276462207929,-1.1377024508885487,1.0,0.0,0.0,0.0,0.0,132000.0,132000.0,132000.0
6242,0.7989111499503687,-0.7409663876721907,0.5865454739108498,-0.11542674053005786,0.4754059471346723,-0.26771281756913917,0.07701026692129478,1.0,0.0,0.0,0.0,0.0,160700.0,160700.0,160700.0
15561,1.2725865624715638,-1.1762372577441467,-1.0798411168007729,2.0040621304744257,1.8720368589021186,1.6222671061991387,0.4313780599168777,1.0,0.0,0.0,0.0,0.0,172800.0,172800.0,172800.0
16818,-1.4348423743600967,0.9392727774442837,-1.0004893743859338,2.774785356294238,3.2572343941878414,2.8192543912523815,0.487778624480786,0.0,0.0,0.0,0.0,1.0,262000.0,262000.0,262000.0
8211,0.6991900104722213,-0.8673353499511471,-0.12762020782270286,-0.4883721678211484,0.41296212173449054,-0.13646421175189766,-0.9779008512908075,0.0,0.0,0.0,0.0,1.0,130000.0,130000.0,130000.0
2928,0.28534728163791623,-0.12784290402244813,0.3484902466663322,-0.8374049413278534,-0.745326864913952,-0.860956515863071,-1.3831551871750567,0.0,1.0,0.0,0.0,0.0,46700.0,46700.0,46700.0
8109,0.6942039534983185,-0.8673353499511471,0.0310832770069755,0.3931770111147586,1.378642689190823,1.0998976550465176,-1.0869734514763183,0.0,0.0,0.0,0.0,1.0,137500.0,137500.0,137500.0
9870,-1.1257068419778489,0.45251825607349444,-1.0798411168007729,-0.20785834458124058,0.12624821919281076,0.026284059461481844,-1.0533116620112666,1.0,0.0,0.0,0.0,0.0,122300.0,122300.0,122300.0
20036,0.32523573742917383,0.21382132732435807,-0.7624341471414162,0.15910891926375356,0.20012542107471598,0.19953221914024066,-0.7885335926153376,0.0,1.0,0.0,0.0,0.0,90000.0,90000.0,90000.0
20628,-0.9462087909171863,1.6179209082016361,-0.7624341471414162,-0.27545757739479215,-0.3592305360311378,-0.28871259449989783,-0.6751022895817781,0.0,1.0,0.0,0.0,0.0,92400.0,92400.0,92400.0
14569,1.182837536941236,-1.3166472158318765,-0.04826846540786368,0.2754531770993219,-0.08131153847539913,0.034158975810516336,0.1574624688876897,0.0,0.0,0.0,0.0,1.0,199600.0,199600.0,199600.0
8537,0.6094409849418936,-0.8205320305885705,0.6658972163256889,-0.42445180482057926,-0.14111689237979858,-0.1994635425441736,-0.26559427983377076,1.0,0.0,0.0,0.0,0.0,228000.0,228000.0,228000.0
9985,-1.4896890010730768,1.3745436475162398,-0.8417858895562554,-0.25706322832988016,-0.4401436619017959,-0.03409029921444926,-0.991607133740696,0.0,1.0,0.0,0.0,0.0,225000.0,225000.0,225000.0
20385,0.320249680455271,-0.6848024044371007,-0.2863236926523812,0.3954763047478726,0.2520153604917685,0.021034115228792182,0.8598438013292898,1.0,0.0,0.0,0.0,0.0,242100.0,242100.0,242100.0
1593,-1.2752885511950665,1.0562810758507235,0.26913850425149305,1.4237204174764526,0.5914986929490949,0.6090278692900343,3.3827975474595187,0.0,0.0,0.0,1.0,0.0,500001.0,500001.0,500001.0
2201,-0.1334815041702916,0.5554855586711609,-1.3972480864601298,-0.06668171550804108,-0.2862328246478267,-0.2493380127547254,0.4846277549520764,0.0,1.0,0.0,0.0,0.0,141600.0,141600.0,141600.0
7473,0.6892178965244087,-0.8018107028435405,0.5865454739108498,-0.1986611700487846,0.8043353936088694,0.13915786046430956,-0.8976061928008482,1.0,0.0,0.0,0.0,0.0,131100.0,131100.0,131100.0
700,-1.2204419244820865,0.9579941051893137,-0.6830824047265771,-1.122977210560612,-1.1815541522166304,-1.231077584267692,1.3754835997026786,0.0,0.0,0.0,1.0,0.0,340000.0,340000.0,340000.0
14573,1.182837536941236,-1.32600787970439,-0.12762020782270286,-0.608855154196322,-0.8192040667958572,-0.8110820456525192,0.7367498317410198,0.0,0.0,0.0,0.0,1.0,283800.0,283800.0,283800.0
16418,-0.8415015944651291,1.0422400800419502,0.4278419890811714,-0.7504916419961443,-0.6582573055531351,-0.6982082446496914,-0.4871529221942277,0.0,1.0,0.0,0.0,0.0,104000.0,104000.0,104000.0
11324,0.8088832638981884,-0.8813763457599204,-0.3656754350672204,-0.6042565669300939,-0.3645074790227025,-0.5092102522728637,0.21034456247787212,1.0,0.0,0.0,0.0,0.0,189500.0,189500.0,189500.0
3693,0.599468870994081,-0.6707614086283274,1.0626559283998849,-0.8861499663498701,-0.6125237996262414,-0.8977061254918985,-0.04240768821681371,1.0,0.0,0.0,0.0,0.0,169500.0,169500.0,169500.0
7087,0.7839529790286462,-0.8018107028435405,0.4278419890811714,-0.10025140255150547,-0.11737064891775763,-0.146964100217277,-0.31810877197893717,1.0,0.0,0.0,0.0,0.0,189900.0,189900.0,189900.0
3995,0.49974773151593355,-0.6894827363733573,0.0310832770069755,0.34535170354598743,0.03917865983199391,0.2284069124200338,1.2213010507644704,1.0,0.0,0.0,0.0,0.0,334900.0,334900.0,334900.0
10790,0.8338135487677235,-0.942220660931267,0.26913850425149305,-0.6989874646143907,-0.7646756558830223,-0.7270829379294845,-0.17957554169998813,1.0,0.0,0.0,0.0,0.0,407000.0,407000.0,407000.0
1314,-1.100776557108314,1.0984040632770435,-1.4765998288749689,0.6962239119591837,0.3971312927597966,0.22578194030368898,0.9294255034216354,0.0,1.0,0.0,0.0,0.0,178600.0,178600.0,178600.0
15273,1.1479351381238811,-1.20899958129795,-1.6353033137046473,0.7035816515851484,1.018931075265832,1.157647041606104,0.0688180061466488,0.0,0.0,0.0,0.0,1.0,245800.0,245800.0,245800.0
764,-1.2553443232994341,0.9439531093805404,0.6658972163256889,-0.8006162431980294,-0.7277370549420697,-0.7717074639073467,-0.07901028924199449,0.0,0.0,0.0,1.0,0.0,149700.0,149700.0,149700.0
9136,0.5894967570462613,-0.5771547699031775,-0.5243789198968988,0.8282033664999271,0.1288866906885931,-0.010465550167345787,3.2284574550448744,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
4342,0.6393573267853385,-0.7316057237996774,0.26913850425149305,0.1094441767884912,1.9520704942741824,1.386019615728104,-0.7856978100394987,1.0,0.0,0.0,0.0,0.0,258300.0,258300.0,258300.0
11711,-0.29802138430923875,1.6506832317554394,-0.8417858895562554,-0.43180954444654407,-0.9432122270976266,-0.8845812649101744,-0.11787101342941778,0.0,1.0,0.0,0.0,0.0,146900.0,146900.0,146900.0
16450,-0.8464876514390389,1.1686090423209068,0.7452489587405281,0.07403505483853562,-0.1789349838193453,0.02365908734513701,0.125113541726267,0.0,1.0,0.0,0.0,0.0,128800.0,128800.0,128800.0
10784,0.8338135487677235,-0.942220660931267,0.26913850425149305,-0.3407575165752297,-0.4225538519299137,-0.21521337524224257,-0.6062032758873199,1.0,0.0,0.0,0.0,0.0,311100.0,311100.0,311100.0
10512,0.9435068021936835,-0.9937043122301003,-1.952710283364004,-0.22993156345913499,-0.22027103725326846,-0.044590187679828586,-0.22857156287142844,1.0,0.0,0.0,0.0,0.0,325000.0,325000.0,325000.0
14937,1.2676005054976538,-1.4055735226207697,-1.8733585409491647,-0.14393798158067145,-0.1877298888052864,0.03678394792686117,0.07827061473277865,0.0,0.0,0.0,0.0,1.0,225600.0,225600.0,225600.0
38,-1.3351212348819563,1.0235187522969202,1.8561733525482766,-0.5389566277496564,-0.6485829100685999,-0.5013353359238292,-0.21045406308134607,0.0,0.0,0.0,1.0,0.0,191400.0,191400.0,191400.0
3613,0.5845107000723585,-0.6614007447558141,0.5071937314960105,-0.7431339023701794,-0.5922955181585768,-0.8268318783505881,0.3729294301593075,1.0,0.0,0.0,0.0,0.0,179200.0,179200.0,179200.0
1455,-1.1855395256647316,1.0796827355320135,-1.7146550561194864,0.3568481717115574,0.1376815956745342,0.46202943077472375,-0.14045224505183915,0.0,1.0,0.0,0.0,0.0,196100.0,196100.0,196100.0
7537,0.6842318395505059,-0.8111713667160572,-0.3656754350672204,-0.5044672232529464,0.33468746735961474,-0.2939625387325875,-0.6500528768285339,1.0,0.0,0.0,0.0,0.0,105300.0,105300.0,105300.0
14253,1.237684163654216,-1.3728111990669665,0.0310832770069755,0.3586876066180486,1.186034269998713,0.37803032305168915,-1.1412734363544201,0.0,0.0,0.0,0.0,1.0,86900.0,86900.0,86900.0
11846,-0.49247760629161663,1.9361834798671524,-1.0798411168007729,-0.6212713398151375,-0.7426883934181696,-0.6772084677189328,-0.9238109243812862,0.0,1.0,0.0,0.0,0.0,102000.0,102000.0,102000.0
5274,0.5246780163854686,-0.755007383480964,0.9039524435702064,0.7854365049240067,0.10953789971952269,0.4331547374949306,1.6547556689306733,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
2894,0.29531939558573594,-0.12784290402244813,0.7452489587405281,-0.7927986448454418,-0.601090423144518,-0.7297079100458294,-1.129877791558919,0.0,1.0,0.0,0.0,0.0,58100.0,58100.0,58100.0
5046,0.6094409849418936,-0.7596877154172206,1.3800628980592415,0.5072219753172129,0.06644286528841131,0.8085257501322414,-0.008640869767471597,1.0,0.0,0.0,0.0,0.0,195800.0,195800.0,195800.0
18541,-1.210469810534274,0.6116495419062542,1.8561733525482766,-0.6553008855852247,-0.8077706903141337,-0.690333328300657,-0.9589431196264026,0.0,0.0,0.0,0.0,1.0,326700.0,326700.0,326700.0
10869,0.848771719689446,-0.9094583373774637,-1.0004893743859338,-0.5228615723178583,-0.5201772972738599,-0.42258617243348423,-0.0408847679446037,1.0,0.0,0.0,0.0,0.0,205400.0,205400.0,205400.0
14769,1.237684163654216,-1.4430161781108297,-1.0004893743859338,0.020691442550290852,0.06644286528841131,-0.05246510402886308,-0.06866493428939681,0.0,0.0,0.0,0.0,1.0,146800.0,146800.0,146800.0
17210,-0.0636767065355891,-0.5677941060306608,-0.8417858895562554,-0.6769142457364963,-0.6556188340573528,-0.4042113676190704,-0.88400493933525,1.0,0.0,0.0,0.0,0.0,255000.0,255000.0,255000.0
6281,0.8288274917938137,-0.755007383480964,0.26913850425149305,-0.37846593215829927,0.2652077179706801,-0.32808717624507033,0.049492673037227604,1.0,0.0,0.0,0.0,0.0,162400.0,162400.0,162400.0
6946,0.7490505802112986,-0.773728711225994,0.7452489587405281,-0.441006718979,-0.05052937102460529,-0.42258617243348423,-0.1371438320466937,1.0,0.0,0.0,0.0,0.0,170700.0,170700.0,170700.0
1053,-1.1207207850039391,1.9268228159946357,-1.3178963440452904,3.3059221855435714,2.829802011871104,3.3468737866376927,-0.40255207534836474,0.0,1.0,0.0,0.0,0.0,112600.0,112600.0,112600.0
10596,0.8886601754807035,-0.9188190012499804,-1.1591928592156122,-0.0032212112340947317,-0.2431377902167153,-0.002590633818311295,0.29321243108294465,1.0,0.0,0.0,0.0,0.0,306700.0,306700.0,306700.0
19404,-0.6969059422218213,0.9673547690618304,-0.5243789198968988,-1.0153702685308768,-1.0830512163740902,-1.0867041178687264,-0.7665300204065129,0.0,1.0,0.0,0.0,0.0,268800.0,268800.0,268800.0
11255,0.7989111499503687,-0.8579746860786305,-0.04826846540786368,0.4074326316400654,0.7717942451608873,0.6930269770130688,-0.6820342025449403,1.0,0.0,0.0,0.0,0.0,181800.0,181800.0,181800.0
11579,0.7789669220547435,-0.8766960138236605,-1.7146550561194864,-0.9454717420842113,-1.0505100679261081,-1.031579703425485,0.6968388177106936,1.0,0.0,0.0,0.0,0.0,181300.0,181300.0,181300.0
14909,1.2676005054976538,-1.4149341864932863,-0.20697195023754203,0.44973963448936294,0.5044291335882779,0.24415674511810279,0.5857706668236666,0.0,0.0,0.0,0.0,1.0,156000.0,156000.0,156000.0
16960,-1.3550654627775816,0.8831087942091939,1.142007670814724,-0.41111590174851803,-0.38913321298333753,-0.33858706471044964,0.33128543788819015,0.0,0.0,0.0,0.0,1.0,337800.0,337800.0,337800.0
10327,0.903618346402426,-0.8392533583336005,-1.2385446016304513,1.2751860487772884,0.5580780540025186,0.5617783711958273,1.8313619060148683,1.0,0.0,0.0,0.0,0.0,353100.0,353100.0,353100.0
15000,1.2676005054976538,-1.3587702032581932,0.3484902466663322,0.5693029034112909,0.7577223971833815,0.8006508337832069,-0.10290438316804525,0.0,0.0,0.0,0.0,1.0,140700.0,140700.0,140700.0
2807,0.2803612246640135,-0.09976091240490151,0.8246007011553673,-0.2800561646610201,-0.4137589469439726,-0.317587287779691,-0.37135846701413583,0.0,1.0,0.0,0.0,0.0,70700.0,70700.0,70700.0
15117,1.3124750182628213,-1.3166472158318765,-1.1591928592156122,4.541102725252411,4.364512931917825,4.811608227558108,-0.30072647507888706,1.0,0.0,0.0,0.0,0.0,168700.0,168700.0,168700.0
14151,1.2526423345759385,-1.3400488755131632,-0.5243789198968988,-0.7909592099389506,0.08579165625748172,-0.6955832725333466,-1.1549272043121634,0.0,0.0,0.0,0.0,1.0,218800.0,218800.0,218800.0
14432,1.1728654229934163,-1.3306882116406498,-0.6037306623117379,-0.09795210891839147,-0.36538696952129657,0.0997832787191371,-0.3443660180515203,0.0,0.0,0.0,0.0,1.0,229400.0,229400.0,229400.0
304,-1.2952327790906988,0.995436760679377,1.0626559283998849,-0.6723156584702683,-0.4832386963329073,-0.6089591926939671,-0.5609882981503317,0.0,0.0,0.0,1.0,0.0,97300.0,97300.0,97300.0
15509,1.2526423345759385,-1.17155692580789,-1.0004893743859338,-0.044148637903523906,0.22563064553394516,-0.24146309640569089,0.4525939147435249,1.0,0.0,0.0,0.0,0.0,160600.0,160600.0,160600.0
5970,0.8986322894285161,-0.7269253918634173,0.26913850425149305,0.0004576585788876657,0.3830594447822908,-0.05771504826155274,-0.08562711525228567,0.0,1.0,0.0,0.0,0.0,177200.0,177200.0,177200.0
18336,-1.2802746081689764,0.8409858067828739,1.8561733525482766,-0.26626040286233615,-0.5738262176881006,-0.5013353359238292,1.7716004139536687,0.0,0.0,0.0,1.0,0.0,500001.0,500001.0,500001.0
9618,-0.4376309795786366,0.7707808277390107,0.11043501942181468,0.15175117963778875,0.45165970367263136,0.2362818287690683,-0.7989314620600806,0.0,1.0,0.0,0.0,0.0,72300.0,72300.0,72300.0
9363,-1.4747308301513613,1.070322071659497,1.142007670814724,0.16370750652998156,-0.40144607996365506,-0.1837137098461046,0.870556757726904,0.0,0.0,0.0,1.0,0.0,431800.0,431800.0,431800.0
7656,0.6593015546809637,-0.8532943541423739,-0.04826846540786368,1.1261918213515012,2.925666476217862,1.3991444763098282,-0.12238725975390205,1.0,0.0,0.0,0.0,0.0,117400.0,117400.0,117400.0
11892,1.1130327393065336,-0.773728711225994,1.3007111556444024,-1.154707462697585,-1.1762772092250657,-1.231077584267692,-0.6688530650165034,0.0,1.0,0.0,0.0,0.0,112500.0,112500.0,112500.0
252,-1.3101909500124143,0.995436760679377,1.8561733525482766,-0.9431724484510973,-0.9440917175962208,-0.95283053993514,0.11009439697274946,0.0,0.0,0.0,1.0,0.0,80600.0,80600.0,80600.0
13259,0.9484928591675863,-0.7222450599271607,-1.3972480864601298,2.184326751310563,2.123571141500034,2.9426280807205885,-0.5504328852291533,0.0,1.0,0.0,0.0,0.0,163000.0,163000.0,163000.0
511,-1.315177006986324,1.0188384203606637,1.0626559283998849,0.16048849544362195,-0.3592305360311378,-0.43308606089886353,5.050972904942874,0.0,0.0,0.0,1.0,0.0,500001.0,500001.0,500001.0
12147,1.1878235939151387,-0.9000976735049504,-1.0004893743859338,1.2558719822591309,0.1288866906885931,1.1366472646753452,-0.9922898221385831,1.0,0.0,0.0,0.0,0.0,98600.0,98600.0,98600.0
6824,0.739078466263486,-0.7316057237996774,0.6658972163256889,0.11588219896121038,0.4842008521206134,0.3570305461209305,-0.7025148544815549,1.0,0.0,0.0,0.0,0.0,208100.0,208100.0,208100.0
9809,-1.180553468690829,0.4431575922009811,-0.5243789198968988,0.41892909980563536,-0.2800763911576679,-0.15483901656631147,1.0344019732198233,0.0,0.0,0.0,0.0,1.0,417100.0,417100.0,417100.0
12908,-0.8514737084129488,1.3979453071975299,-0.3656754350672204,0.1039258720690176,-0.12528606340510462,-0.03409029921444926,-0.29542251137222525,0.0,1.0,0.0,0.0,0.0,213000.0,213000.0,213000.0
19125,-1.5245913998904315,1.22009269361974,0.18978676183665386,-0.04046976809054151,0.07084031778138186,0.08665841813741294,-0.04240768821681371,1.0,0.0,0.0,0.0,0.0,162600.0,162600.0,162600.0
10011,-0.7567386259087041,1.6413225678829229,-1.4765998288749689,-0.9022450217816681,-0.9432122270976266,-0.9449556235861055,0.08010862195785938,0.0,1.0,0.0,0.0,0.0,161500.0,161500.0,161500.0
9558,-0.49247760629161663,0.8363054748466172,0.8246007011553673,-0.1871647018832146,-0.13935791138261036,-0.25721292910375987,-0.632775608912774,0.0,1.0,0.0,0.0,0.0,74600.0,74600.0,74600.0
8165,0.7241202953417635,-0.8626550180148904,0.5865454739108498,-0.7431339023701794,-0.8104091618099161,-0.8504566273976916,0.2431661200686011,1.0,0.0,0.0,0.0,0.0,233600.0,233600.0,233600.0
750,-1.235400095403809,0.9486334413168004,-0.5243789198968988,0.5702226208645365,0.3549157488272793,0.6379025625698274,0.2061434031062588,0.0,0.0,0.0,1.0,0.0,180700.0,180700.0,180700.0
11420,0.8088832638981884,-0.9141386693137238,-0.9211376319710947,-0.06530213932817269,-0.16222466434605723,-0.3464619810594841,2.0220945414861125,1.0,0.0,0.0,0.0,0.0,316700.0,316700.0,316700.0
18171,-1.210469810534274,0.803543151292814,-1.0004893743859338,-0.7068050629669782,-0.8156861048014807,-0.4619607541786567,0.17085366438470714,1.0,0.0,0.0,0.0,0.0,253600.0,253600.0,253600.0
742,-1.2703024942211567,0.9486334413168004,1.0626559283998849,0.43686359014392456,0.1746201966154868,0.4331547374949306,-0.3347033514968098,0.0,0.0,0.0,1.0,0.0,179900.0,179900.0,179900.0
19988,0.1307795154467959,0.2606246466869347,-1.0798411168007729,-0.4966496249003588,-0.40936149445100206,-0.5590847224834155,-0.24033480911194582,0.0,1.0,0.0,0.0,0.0,83300.0,83300.0,83300.0
176,-1.3251491209341366,1.009477756488147,1.8561733525482766,-0.4856130154614116,-0.3697844220142671,-0.43308606089886353,-0.9168790114181243,0.0,0.0,0.0,1.0,0.0,140600.0,140600.0,140600.0
16632,-0.6570174864305638,-0.1465642317674781,-1.0004893743859338,-0.4902116027276396,-0.7312550169364462,-0.6247090253920362,-0.1537384115645663,0.0,0.0,0.0,0.0,1.0,266300.0,266300.0,266300.0
8877,0.544622244281101,-0.7503270515447072,1.53876638288892,-0.12002532779628586,-0.49906952530760124,-0.5092102522728637,2.176697206361483,1.0,0.0,0.0,0.0,0.0,500001.0,500001.0,500001.0
9913,-1.3550654627775816,1.2434943533010268,1.221359413229563,0.48192974535295896,0.4358288746979374,0.6195277577554136,-0.6544115796765827,0.0,0.0,0.0,1.0,0.0,139800.0,139800.0,139800.0
13139,-0.926264563021554,1.3043386684723766,-2.0320620257788433,16.866696174923312,13.085540715977016,12.752148879501222,0.5623492033269225,0.0,1.0,0.0,0.0,0.0,153700.0,153700.0,153700.0
13741,1.1928096508890487,-0.755007383480964,-0.2863236926523812,-0.059323975882076295,-0.46301041486524275,-0.472460642644036,1.3734880490011625,0.0,1.0,0.0,0.0,0.0,182400.0,182400.0,182400.0
10240,0.848771719689446,-0.8205320305885705,-0.7624341471414162,0.4327248616043194,0.7682762831665109,0.9738989934619657,-0.4512855240590791,1.0,0.0,0.0,0.0,0.0,218400.0,218400.0,218400.0
15866,-1.4099120894905617,0.990756428743117,1.8561733525482766,-0.5587305529944367,-0.7092677544715934,-0.6929583004170018,-0.9906093583899379,0.0,0.0,0.0,1.0,0.0,262500.0,262500.0,262500.0
4807,0.6194130988897062,-0.7596877154172206,1.6974698677185982,-0.6759945282832507,-0.6521008720629763,-0.6299589696247259,-0.3867977277048147,1.0,0.0,0.0,0.0,0.0,130300.0,130300.0,130300.0
19463,-0.6969059422218213,0.9533137732530571,-0.3656754350672204,-0.8907485536160982,-0.9493686605877855,-0.9423306514697607,-0.36211591639658663,0.0,1.0,0.0,0.0,0.0,149600.0,149600.0,149600.0
2390,0.06097471781209341,0.5929282141612209,-1.3178963440452904,0.15543004945077116,-0.21323511326451558,-0.18633868196244946,0.017511347320821182,0.0,1.0,0.0,0.0,0.0,123900.0,123900.0,123900.0
17980,-1.175567411716919,0.7801414916115273,0.11043501942181468,0.7339323275422531,0.4287929507091845,1.2390211772127937,-0.06173302132623491,1.0,0.0,0.0,0.0,0.0,307000.0,307000.0,307000.0
15292,1.1429490811499714,-1.19027825355292,-1.7940067985343255,1.586050547974301,0.560716525498301,1.1996465954676212,0.6842353395958536,0.0,0.0,0.0,0.0,1.0,259800.0,259800.0,259800.0
